num,categories
12591689,sport :: 30; sporting good :: 15.45; store :: 12.27; sporting goods store :: 5.91; footwear :: 3.18; apparel :: 3.18; golf :: 3.18; exercise equipment :: 2.27; fitness :: 2.27; sports equipment :: 2.27; games :: 2.27; outdoors :: 2.27; fitness equipment :: 2.27; shoes :: 2.27; action sport :: 2.27; retail :: 1.82; fishing :: 1.82; trade :: 1.36; gear :: 0.91; active lifestyle :: 0.91; retailer :: 0.91; athlete :: 0.91; recreation :: 0.91; sporting :: 0.91; equipment :: 0.91; carrier :: 0.91; newspaper :: 0.91; hunting :: 0.45; tennis :: 0.45; repair :: 0.45; dating :: 0.45; assembly :: 0.45; private equity :: 0.45; bike :: 0.45; winding :: 0.45; delivery :: 0.45
11822613,casinos :: 30; hotels :: 18.53; entertainment :: 16.32; games :: 15.44; fine dining :: 14.12; hotels & resort :: 13.68; book :: 13.68; casino :: 7.94; resort :: 2.21; spa :: 1.76; gun :: 1.76; restaurant :: 1.32; table game :: 1.32; gambling :: 1.32; bingo :: 0.88; machines :: 0.88; poker :: 0.88; video poker :: 0.88; bowling :: 0.88; hotel room :: 0.88; movie theaters :: 0.88; amusement :: 0.44; amenity :: 0.44; banquet :: 0.44; concert :: 0.44; event space :: 0.44; motel :: 0.44; casino gaming :: 0.44; rock :: 0.44; brewing :: 0.44; inns :: 0.44; wedding :: 0.44; entertainment venue :: 0.44; leisure :: 0.44; convention :: 0.44; race :: 0.44; buffets :: 0.44; recreation :: 0.44; barley :: 0.44; bowling centers :: 0.44; sport :: 0.44; salon :: 0.44
12305510,scientific :: 30; transportation :: 20; federal government :: 20; computer :: 20; government service :: 10; technology :: 10; it service :: 10; human resources :: 10; branches :: 10; legislative :: 10; vision :: 10; business process management :: 10; general government support :: 10; systems engineering :: 10; military :: 10; civilian :: 10; personal service :: 10; strategic consulting :: 10; data warehouses :: 10; consultancy :: 10; information technology :: 10; management service :: 10
12522042,firearm :: 30; sporting goods store :: 30; recreation :: 29.55; sporting :: 29.55; clothing :: 2.24; boat :: 2.24; academy :: 1.79; accessory :: 1.79; store :: 0.9; shirts :: 0.9; motor :: 0.9; retail dealer :: 0.9; jackets :: 0.9; tank :: 0.9; sport :: 0.9; marine :: 0.9; socks :: 0.45; equipment :: 0.45; wallets :: 0.45; additive :: 0.45; charger :: 0.45; outerwear :: 0.45; boating :: 0.45; coolers :: 0.45; outboard :: 0.45; golf apparel :: 0.45; battery :: 0.45; jeans :: 0.45; trailer :: 0.45; specialty retail :: 0.45; gloves :: 0.45; radios :: 0.45; wells :: 0.45; waterproof :: 0.45; audio :: 0.45; belts :: 0.45; kayak :: 0.45; covers :: 0.45; footwear :: 0.45; retailer :: 0.45; rainwear :: 0.45; fishing :: 0.45; uniforms :: 0.45; pumps :: 0.45; outdoors :: 0.45; fish :: 0.45; lubricant :: 0.45; gift :: 0.45; hats and caps :: 0.45; container :: 0.45
62595702,electricity :: 30; municipality :: 16.36; economic development :: 13.64; power system :: 10.91; retail :: 8.18; local government :: 8.18; energy :: 8.18; wholesaling :: 8.18; transmission :: 8.18; construction :: 8.18; nuclear :: 8.18; environmental :: 8.18; gas :: 5.45; sales :: 5.45; natural resource :: 5.45; government :: 5.45; sanitary :: 5.45; medical and diagnostic laboratory :: 2.73; transmission and distribution :: 2.73; electric power generation :: 2.73; congress :: 2.73; tax :: 2.73; laboratory :: 2.73; bond :: 2.73; electric power :: 2.73; medical laboratories :: 2.73; electric power distribution :: 2.73
11988848,nurse :: 30; home health care :: 16.15; home care :: 10.77; nursing :: 9.23; home health care service :: 9.23; public health :: 4.62; health care :: 4.62; palliative care :: 3.08; health service :: 3.08; hospice :: 3.08; social assistance :: 3.08; health :: 2.31; home health :: 2.31; skilled nursing care :: 2.31; medicare :: 1.54; personal care service :: 1.54; social work :: 1.54; chinese :: 1.54; rehabilitation :: 1.54; charitable :: 1.54; behavioral health :: 1.54; long term care :: 1.54; rehabilitation therapy :: 1.54; home healthcare :: 1.54; medicaid :: 1.54; nursing home :: 1.54; home health aide :: 1.54; aging :: 1.54; health plan :: 1.54; bathing :: 0.77; companionship :: 0.77; grooming :: 0.77; end of life care :: 0.77; managed care :: 0.77; acute care :: 0.77; wound care :: 0.77; pediatrics :: 0.77; advocacy :: 0.77; housekeeping :: 0.77; safety :: 0.77; maternity :: 0.77; personal care :: 0.77; laundry :: 0.77; hiv :: 0.77; cooking :: 0.77; counselling :: 0.77; wigs :: 0.77; escort services :: 0.77; mental health :: 0.77; speech therapy :: 0.77
11909792,outpatient :: 30; mental health :: 15.27; clinic :: 15.27; substance abuse :: 14.91; ambulatory health care services :: 1.44; public health :: 1.26; education :: 1.26; administration of human resource program :: 1.26; manpower :: 1.26; pharmacies :: 0.72; drug :: 0.72; health service :: 0.72; drug stores :: 0.72; social assistance :: 0.54; health care :: 0.54; physician :: 0.36; individual and family services :: 0.36; human resources :: 0.18; outpatient care center :: 0.18; government :: 0.18; political :: 0.18; medical doctors :: 0.18; hospital :: 0.18; health :: 0.18
85505442,outpatient :: 30; clinic :: 18.82; mental health :: 17.65; ambulatory health care services :: 15.29; substance abuse :: 14.71; health service :: 10.59; pharmacies :: 8.24; drug :: 8.24; drug stores :: 8.24; social assistance :: 7.06; health care :: 7.06; specialty hospital :: 6.47; psychiatric :: 6.47; psychiatric and substance abuse hospital :: 6.47; hospital :: 5.88; physician :: 2.94; medical laboratories :: 2.35; equipment :: 2.35; osteopathic physicians :: 1.76; dental :: 1.18; rolling :: 1.18; testing laboratories :: 1.18; medical doctors :: 1.18; salt :: 1.18; podiatrists :: 1.18; supplies merchant wholesaling :: 1.18; ambulatory :: 0.59; outpatient care center :: 0.59; local government :: 0.59; skilled nursing facilities :: 0.59; health :: 0.59; parks :: 0.59; hiking :: 0.59; plan :: 0.59; surgical :: 0.59; nursing care :: 0.59; government :: 0.59; emergency :: 0.59; intermediate care facilities :: 0.59
12512399,health service :: 30; hospital :: 27.14; health care :: 7.14; social assistance :: 5.71; research :: 5.71; health :: 4.29; diagnostic :: 2.86; education :: 2.86; mental health :: 2.86; therapeutic :: 2.86; medical and diagnostic laboratory :: 2.86; physician :: 2.86; general medical and surgical hospital :: 2.86; medical center :: 2.86; medicine :: 2.86; medical laboratories :: 2.86; laboratory :: 2.86; surgery :: 2.86; clinic :: 1.43; patient care :: 1.43; osteopathic physicians :: 1.43; grantmaking foundations :: 1.43; well-being :: 1.43; community benefit :: 1.43; health practitioners :: 1.43; charitable :: 1.43
12404108,government :: 30; education :: 30; clean energy :: 20; health :: 10; job creation :: 10; continuous improvement :: 10; spirit :: 10
12799177,government :: 30; social assistance :: 15; plumbing :: 15; education :: 15; manpower :: 15; repair :: 15; contractors :: 15; heating :: 15; administration of human resource program :: 15; public health :: 15; health care :: 15; health service :: 15; ambulatory health care services :: 10; passenger transportation :: 5; pharmacies :: 5; health :: 5; water :: 5; osteopathic physicians :: 5; social medium :: 5; demographic :: 5; vision :: 5; drug stores :: 5; municipal :: 5; college :: 5; clinic :: 5; mental health :: 5; university :: 5; economic development :: 5; live music :: 5; legislative :: 5; drug :: 5; rock :: 5; ambulance services :: 5; universities :: 5; general government support :: 5; physician :: 5; active lifestyle :: 5
1249416,pet :: 30; government :: 24; animal :: 21; public health :: 9; training and education :: 6; animal welfare :: 6; wellness :: 6; dog :: 3; geographical :: 3; vaccination :: 3; shelter :: 3; vision :: 3; clarity :: 3; community outreach :: 3; safety :: 3; survey :: 3
17149264,army :: 30; engineering service :: 12; national security :: 9; security :: 9; social medium :: 6; engineering :: 6; graphics :: 3; department of defense :: 3; public affair :: 3; author :: 3; vision :: 3; civil works :: 3; environmental service :: 3; government :: 3; construction :: 3; investigation :: 3; military :: 3; political :: 3; recreation :: 3; classified :: 3
15342572,resort :: 30; parks :: 17.65; entertainment :: 7.06; housekeeping :: 5.29; food and beverages :: 5.29; water :: 3.53; recreation :: 3.53; guest service :: 3.53; theme park :: 3.53; wedding :: 1.76; leisure :: 1.76; conferences :: 1.76; table :: 1.76; convention :: 1.76; spa :: 1.76; lagoon :: 1.76; food :: 1.76; airport :: 1.76; laundry service :: 1.76; transportation :: 1.76; cosmetology :: 1.76; hotels :: 1.76; water parks :: 1.76; desk :: 1.76; accommodation :: 1.76; animal :: 1.76; culinary :: 1.76; beach resort :: 1.76; sport :: 1.76; hiring :: 1.76; drivers :: 1.76; banquet :: 1.76; merchandising :: 1.76; retail :: 1.76; security :: 1.76; luggage :: 1.76; beverage :: 1.76; hospitality :: 1.76; golf courses :: 1.76
1628586,government :: 30; music :: 3.46; public work :: 2.31; parks and recreation :: 2.31; administration of human resource program :: 1.15; symphony :: 1.15; rolling :: 1.15; parks :: 1.15; golf :: 1.15; recording studios :: 1.15; ambulance services :: 1.15; construction :: 1.15; college :: 1.15; manpower :: 1.15; franchising :: 1.15; passenger transportation :: 1.15; leisure :: 1.15; musician :: 1.15; public health :: 1.15; smoke :: 1.15; health :: 1.15; tax :: 1.15; magnet :: 1.15; stone :: 1.15; income tax :: 1.15; employment opportunity :: 1.15; travel :: 1.15; sports teams :: 1.15; education :: 1.15; entertainment :: 1.15; live music :: 1.15
18385335,government :: 30
60911116,golf :: 30; golf courses :: 8.25; wedding :: 6.75; golf course :: 6; book :: 6; country club :: 4.5; recreation :: 3; club :: 3; golf club :: 2.25; resort :: 2.25; amusement :: 1.5; gambling :: 1.5; golf course management :: 1.5; charitable :: 1.5; plan :: 1.5; education :: 1.5; sport :: 1.5; charity :: 1.5; restaurant :: 0.75; real estate :: 0.75; golfers :: 0.75; investment :: 0.75; tennis :: 0.75; sales and marketing :: 0.75; rental :: 0.75; trade :: 0.75; gift :: 0.75; local business :: 0.75; accessory :: 0.75; internet :: 0.75; hotels :: 0.75; gift card :: 0.75; amenity :: 0.75; discount :: 0.75; merchandising :: 0.75; retail :: 0.75; accounting service :: 0.75; leasing :: 0.75; swimming :: 0.75; benefits administration :: 0.75; luggage :: 0.75; fitness :: 0.75; social media management :: 0.75; construction :: 0.75; agronomy :: 0.75; leisure :: 0.75; food and beverages :: 0.75; spa :: 0.75
9728201,wealth management :: 30; financial advisor :: 17.31; financial service :: 11.54; investment :: 8.08; security :: 8.08; bank :: 5.77; insurance :: 4.62; estate planning :: 4.62; retirement :: 4.62; brokerage :: 4.62; derivative :: 3.46; banking :: 3.46; wealth management service :: 3.46; tax :: 2.31; dealers :: 2.31; attorney :: 2.31; investment management :: 2.31; bank holding companies :: 2.31; comprehensive financial planning :: 1.15; principal investing :: 1.15; foreign exchange :: 1.15; securities dealing :: 1.15; research :: 1.15; lending :: 1.15; financial planning service :: 1.15; author :: 1.15; elder care :: 1.15; sales :: 1.15; mergers and acquisitions :: 1.15; capital market :: 1.15; custody :: 1.15; small business service :: 1.15; fixed income :: 1.15; philanthropy :: 1.15; affinity :: 1.15; loan :: 1.15; investment banking :: 1.15; asset management :: 1.15; wall street :: 1.15; financial advisory :: 1.15; college saving :: 1.15; raising capital :: 1.15; alternative investment :: 1.15; education :: 1.15; banking solution :: 1.15; investment advising :: 1.15; private placement :: 1.15; mergers and acquisition :: 1.15; cash management :: 1.15; business finance :: 1.15
12304595,resort :: 30; entertainment :: 19.09; theme park :: 13.64; hotels :: 10.91; leisure :: 8.18; franchising :: 5.45; amusement parks :: 5.45; sights :: 5.45; books :: 5.45; souvenirs :: 2.73; accessory :: 2.73; toy :: 2.73; online retail :: 2.73; collectible :: 2.73; amenity :: 2.73; restaurant :: 2.73; apparel :: 2.73; merchandising :: 2.73; headwear :: 2.73; joint venture :: 2.73
17149153,heritage :: 30; national parks :: 21; recreation :: 9; natural resource :: 6; experiential learning :: 6; outdoor recreation :: 6; tourism :: 6; chemical manufacturing :: 6; museum :: 6; wildlife :: 3; network :: 3; parks :: 3; preservation :: 3; conservation :: 3; government :: 3; submission :: 3; grant :: 3
13073967,health care :: 30; medical and diagnostic laboratory :: 27.27; laboratory :: 27.27; medical laboratories :: 27.27; home health care service :: 24.55; home care :: 15; franchising :: 13.64; hospice :: 6.82; nursing :: 6.82; hospital :: 5.45; healthcare staffing :: 5.45; physician :: 4.09; social assistance :: 4.09; health service :: 4.09; nursing home :: 2.73; senior care :: 2.73; registered nurse :: 2.73; clinic :: 2.73; pediatric :: 2.73; morris :: 2.73; outpatient :: 2.73; nursing care :: 2.73; personal care :: 1.36; intermediate care facilities :: 1.36; heart disease :: 1.36; credentialing :: 1.36; satellite :: 1.36; substance abuse :: 1.36; bath :: 1.36; home health care agencies :: 1.36; skilled nursing facilities :: 1.36; health :: 1.36; private duty nursing :: 1.36; transportation :: 1.36; high tech :: 1.36; doctor :: 1.36; marketing :: 1.36; joint venture :: 1.36; prisons :: 1.36; private duty :: 1.36; education :: 1.36; diabetes :: 1.36; hospice service :: 1.36; speech therapy :: 1.36; mental health :: 1.36; supplemental staffing :: 1.36; personal care service :: 1.36; home health :: 1.36; sales :: 1.36; rehabilitation :: 1.36
12218621,film :: 30; beaches :: 13.75; storm water :: 11.25; special event :: 8.75; authorization :: 7.5; justice :: 7.5; drain :: 7.5; scenery :: 3.75; water quality :: 3.75; police :: 3.75; photography :: 3.75; clean water :: 3.75; prevention :: 3.75; television :: 3.75; feature film :: 3.75; channels :: 3.75; child :: 2.5; camp :: 2.5; environmental service :: 2.5; domestic violence :: 2.5; recycling :: 1.25; tax :: 1.25; green business :: 1.25; water :: 1.25; archives :: 1.25; streaming video :: 1.25; refuse collection services :: 1.25; library :: 1.25; parks :: 1.25; network :: 1.25; fish :: 1.25; disability service :: 1.25; repair :: 1.25; reservoir :: 1.25; residential service :: 1.25; recreation :: 1.25; webcasting :: 1.25
84589105,cruise :: 30; amenity :: 3.91; ocean :: 2.61; design :: 2.61; travel :: 2.61; tour :: 2.61; fleet :: 2.61; carnival :: 2.61; entertainment :: 2.61; cruise lines :: 2.61; sapphire :: 1.3; jsp :: 1.3; book :: 1.3; search engine advertising :: 1.3; google+ :: 1.3; ruby :: 1.3; radio :: 1.3; diamond :: 1.3; leisure :: 1.3
9069129,insurance :: 30; auto insurance :: 8.08; discount :: 8.08; car insurance :: 6.92; farming :: 5.77; business insurance :: 5.77; insurance agency :: 5.77; life insurance :: 5.77; financial service :: 5.77; motorcycle :: 4.62; university :: 4.62; home insurance :: 4.62; boat :: 3.46; homeowner :: 3.46; commercial insurance :: 3.46; payment :: 3.46; retirement :: 3.46; college :: 2.31; farm insurance :: 2.31; renter :: 2.31; vehicle :: 2.31; small business :: 2.31; investment :: 2.31; general liability insurance :: 1.15; law enforcement :: 1.15; insurance company :: 1.15; delivery :: 1.15; retirement plan :: 1.15; homeowners insurance :: 1.15; sat :: 1.15; transportation :: 1.15; producers :: 1.15; compensation :: 1.15; finance :: 1.15; door :: 1.15; health insurance :: 1.15; renters insurance :: 1.15; savings :: 1.15; pet :: 1.15; bible :: 1.15; dealers :: 1.15; autos :: 1.15; property and casualty insurance :: 1.15; condo :: 1.15; business administration :: 1.15; quality service :: 1.15; fast food :: 1.15; church :: 1.15; boat insurance :: 1.15; annuity :: 1.15
5675095,entertainment :: 30; television :: 24; theme park :: 24; screen :: 18; film :: 12; music :: 12; family entertainment :: 6; nightclub :: 6; hotels :: 6; art :: 6; tv production :: 6; restaurant :: 6; recreation :: 6; special event :: 6
13069945,medical and diagnostic laboratory :: 30; laboratory :: 30; medical laboratories :: 30; staffing :: 1.18; healthcare service :: 1.18; education :: 0.88; health care :: 0.88; help supply services :: 0.59; autism :: 0.59; wellness service :: 0.59; nursing :: 0.59; ambulatory health care services :: 0.59; temporary help services :: 0.59; physician :: 0.59; immunization :: 0.59; scientific :: 0.59; medical staffing :: 0.59; social assistance :: 0.29; retail :: 0.29; government :: 0.29; personal care :: 0.29; wellness :: 0.29; pharmacy staffing :: 0.29; applied behavior analysis :: 0.29; school nursing :: 0.29; health service :: 0.29; home health aide :: 0.29; health :: 0.29; tutoring :: 0.29; medical coding :: 0.29; companion care :: 0.29; administrative staffing :: 0.29; nurse staffing :: 0.29; home health :: 0.29; dental :: 0.29; social worker :: 0.29; executive placement :: 0.29; plan :: 0.29; allied health staffing :: 0.29; therapy service :: 0.29; consultancy :: 0.29; occupational therapist :: 0.29; classroom :: 0.29; clinical research :: 0.29; schools :: 0.29; pathologists :: 0.29; child :: 0.29; senior living :: 0.29; facility staffing :: 0.29
15203506,fitness :: 30; gym :: 8.18; healthy living :: 2.73; martial arts :: 2.73; healthy eating :: 2.73; food :: 2.73; corporate wellness :: 2.73; nutrition :: 2.73; health and personal care store :: 2.73; design :: 2.73; health benefit :: 2.73; coaching :: 2.73; savings :: 2.73; education :: 2.73; wellness program :: 2.73; boot camp :: 2.73
17141575,university :: 30; research :: 16.23; college :: 14.26; veterinary medicine :: 8.85; grant :: 5.9; art :: 4.92; ecology :: 4.92; hotels :: 4.92; life sciences :: 4.92; architecture :: 4.92; engineering :: 4.92; medicine :: 4.92; agriculture :: 4.92; labor relation :: 4.92; law school :: 3.93; library :: 3.44; higher education :: 1.97; education :: 1.48; schools :: 1.48; accessibility :: 0.98; professional school :: 0.98; universities :: 0.98; race :: 0.98; colleges and university :: 0.98; vision :: 0.98; lessors of residential buildings and dwellings :: 0.49; religious :: 0.49; trusts :: 0.49; legal information :: 0.49; computer science :: 0.49; charitable :: 0.49; human resources :: 0.49; grantmaking foundations :: 0.49
12456586,sport :: 30; games :: 27.69; restaurant :: 25.38; drink :: 18.46; bar :: 16.15; food :: 13.85; door :: 11.54; entertainment :: 11.54; roof :: 11.54; event planning :: 6.92; store :: 6.92; wings :: 6.92; dining room :: 4.62; television :: 4.62; art :: 4.62; special event :: 4.62; parties :: 4.62; lounge :: 4.62; desk :: 4.62; drinking :: 4.62; event venue :: 4.62; entertainment venue :: 4.62; strip :: 4.62; burger :: 4.62; corona :: 2.31; food and beverages :: 2.31; seafood :: 2.31; balloon :: 2.31; video game :: 2.31; alcoholic :: 2.31; dishes :: 2.31; trade :: 2.31; hotels :: 2.31; teambuilding :: 2.31; construction :: 2.31; high school :: 2.31; salad :: 2.31; screen :: 2.31; strips :: 2.31; cheese :: 2.31; casual dining :: 2.31; sporting event :: 2.31; dinners :: 2.31; plan :: 2.31; interactive video :: 2.31; audio system :: 2.31; flavored :: 2.31; alcoholic beverage :: 2.31; grill :: 2.31; corporate event :: 2.31
11036025,youth :: 30; childcare :: 30; fitness :: 22.5; healthy living :: 15; health :: 15; religious :: 15; criminal background check :: 7.5; leadership development :: 7.5; employment opportunity :: 7.5; sport :: 7.5; wellness program :: 7.5; child :: 7.5; financial statements :: 7.5; well-being :: 7.5; academic achievement :: 7.5; drug screening :: 7.5; tennis :: 7.5; employee engagement :: 7.5
13236081,yoga :: 30; climbing :: 1.98; yoga teacher training :: 1.49; recreation :: 1.24; security :: 1.24; amusement :: 0.99; grant :: 0.99; screws :: 0.99; schools :: 0.74; teacher :: 0.74; fitness :: 0.74; gambling :: 0.5; sport :: 0.5; restaurant :: 0.25; bootcamp :: 0.25; wellness :: 0.25; training service :: 0.25; water :: 0.25; sports & recreation :: 0.25; physical fitness facilities :: 0.25; leisure :: 0.25; hotels :: 0.25; towels :: 0.25; mat :: 0.25
9174067,health :: 30; cardio :: 30; fitness :: 30; coaching :: 30; diet :: 30; weight loss :: 30; dvd :: 15; home based business :: 15; health and personal care store :: 15; strength training :: 15; plan :: 15; boot camp :: 15; yoga :: 15; bike :: 15; nutritional guidance :: 15; pilates :: 15
201113571,wood product :: 30; real estate :: 28; timber :: 18; lumber :: 10; forest :: 10; engineered wood product :: 8; logs :: 8; distribution :: 8; building material :: 7; mineral :: 7; fibers :: 7; energy :: 7; oil and gas :: 7; sales :: 7; natural resource :: 6; manufacturing and distribution :: 6; real estate development :: 6; manufacturing :: 5; real estate investment :: 3; tree :: 3; liquid :: 3; leasing :: 2; shipping :: 2; wood :: 2; export :: 2; reit :: 2; paper :: 2; packaging :: 2; rental :: 2; pulp :: 2; insurance :: 1; diapers :: 1; construction :: 1; building product :: 1; monitors :: 1; transportation service :: 1; hardwood lumber :: 1; financials :: 1; finance :: 1; sale :: 1; absorbent :: 1; china :: 1; cargo :: 1; trusts :: 1; container :: 1; pulp products :: 1; liquor :: 1; plywood :: 1; marine :: 1; seed :: 1
11748953,additive :: 30; polymer :: 27.69; coating :: 16.15; oils :: 11.54; chemical :: 11.54; specialty chemical :: 9.23; film :: 9.23; personal care :: 9.23; lubricant :: 9.23; cosmetic :: 6.92; manufacturing :: 6.92; medical equipment :: 4.62; industrial lubricant :: 4.62; water :: 4.62; chemical manufacturing :: 4.62; thermoplastic :: 4.62; transportation :: 4.62; gasoline :: 4.62; diesel :: 4.62; textile :: 4.62; painting :: 4.62; pigment :: 4.62; fuel additive :: 4.62; pharmaceutical :: 4.62; automotive :: 2.31; gear :: 2.31; compressor :: 2.31; automatic transmission :: 2.31; derivative :: 2.31; marine :: 2.31; refinery :: 2.31; lubricating :: 2.31; paper :: 2.31; tractor :: 2.31; design :: 2.31; product development :: 2.31; gas :: 2.31; construction :: 2.31; polyurethane :: 2.31; particle :: 2.31; sheet :: 2.31; life sciences :: 2.31; surfactant :: 2.31; grease :: 2.31; rheology :: 2.31; ink :: 2.31; printing services :: 2.31; particle size :: 2.31; piping :: 2.31; home care :: 2.31
12287752,bar :: 30; cake :: 24; snack :: 24; granola :: 18; pie :: 12; food manufacturing :: 12; food :: 12; cereal :: 6; production and distribution :: 6; snack bars :: 6; food product :: 6; wheat :: 6; steel :: 6; grain :: 6; pastries :: 6; oats :: 6; brownies :: 6; fruit :: 6; fudge :: 6; baking :: 6
7498659,golf courses :: 30; golf :: 15; health service :: 15; social assistance :: 15; attorney :: 15; charter :: 15; health care :: 15; executive offices :: 15; medical laboratories :: 15; technology :: 7.5; parks :: 7.5; government :: 7.5; public safety :: 7.5; municipal :: 7.5; business opportunity :: 7.5; finance :: 7.5; recreation :: 7.5; local government :: 7.5; economic development :: 7.5; municipality :: 7.5; health :: 7.5; emergency :: 7.5; community relation :: 7.5; human resources :: 7.5